"Time","data","trace"
2022-07-22 01:12:00,112728.65217391304,0
2022-07-22 01:13:00,112381.45217391304,0
2022-07-22 01:14:00,112114.57391304348,0
2022-07-22 01:15:00,112193.86956521739,0
2022-07-22 01:16:00,112520.76521739131,0
2022-07-22 01:17:00,112245.13043478261,0
2022-07-22 01:18:00,112015.65217391303,0
2022-07-22 01:19:00,111710.42608695652,0
2022-07-22 01:20:00,111758.22608695654,0
2022-07-22 01:21:00,111945.2956521739,0
2022-07-22 01:22:00,112235.46086956521,0
2022-07-22 01:23:00,113540.20869565217,0
2022-07-22 01:24:00,112736.25217391305,0
2022-07-22 01:25:00,109511.76521739128,0
2022-07-22 01:26:00,109299.55652173913,0
2022-07-22 01:27:00,109248.07826086957,0
2022-07-22 01:28:00,106340.34782608695,0
2022-07-22 01:29:00,106125.73913043477,0
2022-07-22 01:30:00,109466.41739130433,0
2022-07-22 01:31:00,109263.42608695652,0
2022-07-22 01:32:00,105440.5304347826,0
2022-07-22 01:33:00,103250.8,0
2022-07-22 01:34:00,102684.4,0
2022-07-22 01:35:00,103591.74782608695,0
2022-07-22 01:36:00,109454.72173913043,0
2022-07-22 01:37:00,107568.38260869564,0
2022-07-22 01:38:00,104083.2695652174,0
2022-07-22 01:39:00,103626.37391304348,0
2022-07-22 01:40:00,101436.64347826087,0
2022-07-22 01:41:00,99605.45217391304,0
2022-07-22 01:42:00,101371.77391304348,0
2022-07-22 01:43:00,103954.1652173913,0
2022-07-22 01:44:00,103971.67826086956,0
2022-07-22 01:45:00,102866.45217391304,0
2022-07-22 01:46:00,101611.70434782607,0
2022-07-22 01:47:00,105319.80869565217,0
2022-07-22 01:48:00,120064.86956521738,0
2022-07-22 01:49:00,132233.73913043478,0
2022-07-22 01:50:00,133565.34782608697,0
2022-07-22 01:51:00,140658.71304347826,0
2022-07-22 01:52:00,149370.75652173912,0
2022-07-22 01:53:00,144430.39130434784,0
2022-07-22 01:54:00,136661.4956521739,0
2022-07-22 01:55:00,133484.5304347826,0
2022-07-22 01:56:00,132915.08695652173,0
2022-07-22 01:57:00,126455.39130434782,0
2022-07-22 01:58:00,110887.91304347826,0
2022-07-22 01:59:00,107826.60869565218,0
2022-07-22 02:00:00,116221.14782608696,0
2022-07-22 02:01:00,118101.14782608696,0
2022-07-22 02:02:00,116933.31304347825,0
2022-07-22 02:03:00,118743.3043478261,0
2022-07-22 02:04:00,117551.05217391305,0
2022-07-22 02:05:00,113727.1304347826,0
2022-07-22 02:06:00,112248.00869565218,0
2022-07-22 02:07:00,111380.02608695652,0
2022-07-22 02:08:00,110358.3304347826,0
2022-07-22 02:09:00,111828.97391304348,0
2022-07-22 02:10:00,109843.68695652173,0
2022-07-22 02:11:00,119743.91304347826,0
2022-07-22 02:12:00,141378.86086956522,0
2022-07-22 02:13:00,136543.99130434782,0
2022-07-22 02:14:00,128379.14782608695,0
2022-07-22 02:15:00,134191.02608695652,0
2022-07-22 02:16:00,130905.40869565216,0
2022-07-22 02:17:00,125113.18260869566,0
2022-07-22 02:18:00,124975.65217391304,0
2022-07-22 02:19:00,120311.75652173912,0
2022-07-22 02:20:00,117916.53043478262,0
2022-07-22 02:21:00,120849.02608695652,0
2022-07-22 02:22:00,123811.82608695651,0
2022-07-22 02:23:00,126309.30434782608,0
2022-07-22 02:24:00,125744.6956521739,0
2022-07-22 02:25:00,113678.28695652174,0
2022-07-22 02:26:00,107679.6,0
2022-07-22 02:27:00,113862.37391304347,0
2022-07-22 02:28:00,114082.29565217391,0
2022-07-22 02:29:00,114330.04347826086,0
2022-07-22 02:30:00,121031.13913043478,0
2022-07-22 02:31:00,118910.87826086956,0
2022-07-22 02:32:00,111345.17391304347,0
2022-07-22 02:33:00,112232.8347826087,0
2022-07-22 02:34:00,113027.05217391305,0
2022-07-22 02:35:00,117095.8347826087,0
2022-07-22 02:36:00,129957.92173913043,0
2022-07-22 02:37:00,124648.2260869565,0
2022-07-22 02:38:00,116145.14782608695,0
2022-07-22 02:39:00,125237.53913043479,0
2022-07-22 02:40:00,131605.53043478262,0
2022-07-22 02:41:00,123856.4347826087,0
2022-07-22 02:42:00,112984.92173913043,0
2022-07-22 02:43:00,104875.05217391305,0
2022-07-22 02:44:00,103207.92173913043,0
2022-07-22 02:45:00,103396.86956521738,0
2022-07-22 02:46:00,101455.14782608696,0
2022-07-22 02:47:00,108818.91304347827,0
2022-07-22 02:48:00,125596.88695652173,0
2022-07-22 02:49:00,124028.60869565218,0
2022-07-22 02:50:00,112352.74782608697,0
2022-07-22 02:51:00,109124.35652173913,0
2022-07-22 02:52:00,106741.47826086957,0
2022-07-22 02:53:00,105590.16521739132,0
2022-07-22 02:54:00,108633.10173001117,0
2022-07-22 02:55:00,104986.27826086956,0
2022-07-22 02:56:00,101373.09565217391,0
2022-07-22 02:57:00,100622.55652173913,0
2022-07-22 02:58:00,99586.4608695652,0
2022-07-22 02:59:00,106770.33913043478,0
2022-07-22 03:00:00,124183.12173913044,0
2022-07-22 03:01:00,121497.0956521739,0
2022-07-22 03:02:00,111243.08695652174,0
2022-07-22 03:03:00,108206.09565217391,0
2022-07-22 03:04:00,105528.06019507334,0
2022-07-22 03:05:00,104807.92173913043,0
2022-07-22 03:06:00,107159.02608695652,0
2022-07-22 03:07:00,104878.61739130435,0
2022-07-22 03:08:00,102597.01739130434,0
2022-07-22 03:09:00,102084.8956521739,0
2022-07-22 03:10:00,102160.58260869567,0
2022-07-22 03:11:00,107422.6956521739,0
2022-07-22 03:12:00,118592.04347826086,0
2022-07-22 03:13:00,114840.97391304348,0
2022-07-22 03:14:00,107829.84347826085,0
2022-07-22 03:15:00,107561.00869565216,0
2022-07-22 03:16:00,106411.41739130433,0
2022-07-22 03:17:00,104344.3304347826,0
2022-07-22 03:18:00,104510.0347826087,0
2022-07-22 03:19:00,103035.3304347826,0
2022-07-22 03:20:00,101081.48695652174,0
2022-07-22 03:21:00,99909.39130434782,0
2022-07-22 03:22:00,98257.88695652175,0
2022-07-22 03:23:00,99915.29565217393,0
2022-07-22 03:24:00,107508.70184140466,0
2022-07-22 03:25:00,108629.42608695652,0
2022-07-22 03:26:00,107107.09565217391,0
2022-07-22 03:27:00,110491.78260869565,0
2022-07-22 03:28:00,110182.03478260868,0
2022-07-22 03:29:00,110219.13913043478,0
2022-07-22 03:30:00,112176.31304347827,0
2022-07-22 03:31:00,111545.3304347826,0
2022-07-22 03:32:00,111775.35652173913,0
2022-07-22 03:33:00,112844.27826086956,0
2022-07-22 03:34:00,110303.26086956522,0
2022-07-22 03:35:00,108609.74782608695,0
2022-07-22 03:36:00,112882.02608695652,0
2022-07-22 03:37:00,111357.6,0
2022-07-22 03:38:00,104347.17391304347,0
2022-07-22 03:39:00,100396.19130434783,0
2022-07-22 03:40:00,97257.62608695652,0
2022-07-22 03:41:00,96576.31304347827,0
2022-07-22 03:42:00,100127.01739130434,0
2022-07-22 03:43:00,98648.03478260868,0
2022-07-22 03:44:00,96141.23478260869,0
2022-07-22 03:45:00,96598.53043478262,0
2022-07-22 03:46:00,95113.32173913045,0
2022-07-22 03:47:00,96667.86956521739,0
2022-07-22 03:48:00,103479.50434782609,0
2022-07-22 03:49:00,104569.08695652173,0
2022-07-22 03:50:00,101391.86086956522,0
2022-07-22 03:51:00,101155.35652173913,0
2022-07-22 03:52:00,101973.72173913043,0
2022-07-22 03:53:00,101273.14782608695,0
2022-07-22 03:54:00,99865.75652173912,0
2022-07-22 03:55:00,98505.40869565218,0
2022-07-22 03:56:00,97797.97391304348,0
2022-07-22 03:57:00,98469.85217391304,0
2022-07-22 03:58:00,98831.41739130436,0
2022-07-22 03:59:00,102719.5652173913,0
2022-07-22 04:00:00,110051.34782608695,0
2022-07-22 04:01:00,109936.00869565217,0
2022-07-22 04:02:00,106861.74782608694,0
2022-07-22 04:03:00,107272.95652173914,0
2022-07-22 04:04:00,106841.52173913043,0
2022-07-22 04:05:00,106244.82608695651,0
2022-07-22 04:06:00,107362.59130434782,0
2022-07-22 04:07:00,105859.25217391305,0
2022-07-22 04:08:00,106379.85217391304,0
2022-07-22 04:09:00,109233.30434782608,0
2022-07-22 04:10:00,107268.53913043477,0
2022-07-22 04:11:00,105198.88695652173,0
2022-07-22 04:12:00,107992.47826086957,0
2022-07-22 04:13:00,106798.97391304348,0
2022-07-22 04:14:00,103412.1304347826,0
2022-07-22 04:15:00,103748.98260869565,0
2022-07-22 04:16:00,104726.13043478261,0
2022-07-22 04:17:00,104304.95652173914,0
2022-07-22 04:18:00,103879.53913043477,0
2022-07-22 04:19:00,103359.3652173913,0
2022-07-22 04:20:00,101067.43478260867,0
2022-07-22 04:21:00,102067.79130434782,0
2022-07-22 04:22:00,105344.31304347827,0
2022-07-22 04:23:00,105158.06086956522,0
2022-07-22 04:24:00,107018.2695652174,0
2022-07-22 04:25:00,108070.52173913043,0
2022-07-22 04:26:00,104740.53913043479,0
2022-07-22 04:27:00,103081.85217391304,0
2022-07-22 04:28:00,102594.10434782608,0
2022-07-22 04:29:00,104669.13043478262,0
2022-07-22 04:30:00,110456.50434782609,0
2022-07-22 04:31:00,110145.97391304348,0
2022-07-22 04:32:00,106383.49565217391,0
2022-07-22 04:33:00,108612.81739130436,0
2022-07-22 04:34:00,113076.54782608696,0
2022-07-22 04:35:00,118632.90020816273,0
2022-07-22 04:36:00,123963.8347826087,0
2022-07-22 04:37:00,123695.36739170131,0
2022-07-22 04:38:00,121538.73913043478,0
2022-07-22 04:39:00,120128.19130434781,0
2022-07-22 04:40:00,118127.73913043478,0
2022-07-22 04:41:00,115945.84347826085,0
2022-07-22 04:42:00,111801.6956521739,0
2022-07-22 04:43:00,107780.38260869565,0
2022-07-22 04:44:00,109837.47826086955,0
2022-07-22 04:45:00,112555.91304347827,0
2022-07-22 04:46:00,110886.07826086956,0
2022-07-22 04:47:00,109550.52173913043,0
2022-07-22 04:48:00,112638.96521739129,0
2022-07-22 04:49:00,113437.05217391305,0
2022-07-22 04:50:00,110729.46956521738,0
2022-07-22 04:51:00,111484.60869565216,0
2022-07-22 04:52:00,110205.92173913043,0
2022-07-22 04:53:00,110259.85217391304,0
2022-07-22 04:54:00,114470.40869565218,0
2022-07-22 04:55:00,113530.97391304348,0
2022-07-22 04:56:00,113561.79130434783,0
2022-07-22 04:57:00,120176.1652173913,0
2022-07-22 04:58:00,123349.73913043478,0
2022-07-22 04:59:00,126113.09565217391,0
2022-07-22 05:00:00,129746.28695652174,0
2022-07-22 05:01:00,126004.79999999999,0
2022-07-22 05:02:00,122000.46956521738,0
2022-07-22 05:03:00,123682.32173913042,0
2022-07-22 05:04:00,127077.54782608696,0
2022-07-22 05:05:00,128581.21739130435,0
2022-07-22 05:06:00,123346.39130434782,0
2022-07-22 05:07:00,113526.00869565218,0
2022-07-22 05:08:00,106639.73043478263,0
2022-07-22 05:09:00,103837.29203853889,0
2022-07-22 05:10:00,100365.35652173913,0
2022-07-22 05:11:00,101369.65217391304,0
2022-07-22 05:12:00,111608.7304347826,0
2022-07-22 05:13:00,114638.71304347826,0
2022-07-22 05:14:00,112806.23478260869,0
2022-07-22 05:15:00,112203.85217391304,0
2022-07-22 05:16:00,110317.91304347827,0
2022-07-22 05:17:00,108263.01739130434,0
2022-07-22 05:18:00,107146.88695652175,0
2022-07-22 05:19:00,105818.58260869565,0
2022-07-22 05:20:00,106563.06956521739,0
2022-07-22 05:21:00,105454.58260869565,0
2022-07-22 05:22:00,100413.4347826087,0
2022-07-22 05:23:00,103227.26086956522,0
2022-07-22 05:24:00,114392.47826086957,0
2022-07-22 05:25:00,113658.50434782609,0
2022-07-22 05:26:00,108950.86086956522,0
2022-07-22 05:27:00,109936.48695652172,0
2022-07-22 05:28:00,108799.37391304347,0
2022-07-22 05:29:00,108444.06956521739,0
2022-07-22 05:30:00,109242.61585465126,0
2022-07-22 05:31:00,108402.64347826087,0
2022-07-22 05:32:00,110353.09565217391,0
2022-07-22 05:33:00,109813.6695652174,0
2022-07-22 05:34:00,103538.57391304348,0
2022-07-22 05:35:00,101258.78260869563,0
2022-07-22 05:36:00,107139.04347826086,0
2022-07-22 05:37:00,106516,0
2022-07-22 05:38:00,100143.40869565218,0
2022-07-22 05:39:00,98525.3304347826,0
2022-07-22 05:40:00,97906.84347826088,0
2022-07-22 05:41:00,99184.81739130434,0
2022-07-22 05:42:00,100898.41739130433,0
2022-07-22 05:43:00,98415.22608695652,0
2022-07-22 05:44:00,97707.9652173913,0
2022-07-22 05:45:00,97080.84347826085,0
2022-07-22 05:46:00,93767.17391304349,0
2022-07-22 05:47:00,94167.33913043479,0
2022-07-22 05:48:00,99346.38260869565,0
2022-07-22 05:49:00,98224.2695652174,0
2022-07-22 05:50:00,96322.60869565218,0
2022-07-22 05:51:00,100463.54782608696,0
2022-07-22 05:52:00,101910.36521739131,0
2022-07-22 05:53:00,99247.87826086956,0
2022-07-22 05:54:00,98673.80869565217,0
2022-07-22 05:55:00,95732.61739130435,0
2022-07-22 05:56:00,93477.81739130434,0
2022-07-22 05:57:00,94595.10434782608,0
2022-07-22 05:58:00,93119.30434782608,0
2022-07-22 05:59:00,99024.14782608696,0
2022-07-22 06:00:00,118956.36521739131,0
2022-07-22 06:01:00,133478.15652173912,0
2022-07-22 06:02:00,136237.24347826088,0
2022-07-22 06:03:00,127628.51304347826,0
2022-07-22 06:04:00,115566.46086956521,0
2022-07-22 06:05:00,108105.06956521739,0
2022-07-22 06:06:00,108241.53043478262,0
2022-07-22 06:07:00,109924.40869565218,0
2022-07-22 06:08:00,112743.44347826086,0
2022-07-22 06:09:00,114296.29565217393,0
2022-07-22 06:10:00,109652.16890361224,0
2022-07-22 06:11:00,106578.57391304348,0
2022-07-22 06:12:00,108187.47054747364,0
2022-07-22 06:13:00,103969.48695652174,0
2022-07-22 06:14:00,103165.31304347825,0
2022-07-22 06:15:00,107830.20869565217,0
2022-07-22 06:16:00,108819.31304347827,0
2022-07-22 06:17:00,108133.70434782607,0
2022-07-22 06:18:00,109787.14782608696,0
2022-07-22 06:19:00,107065.57391304348,0
2022-07-22 06:20:00,102703.2695652174,0
2022-07-22 06:21:00,103110.8956521739,0
2022-07-22 06:22:00,101750.95652173914,0
2022-07-22 06:23:00,101454.46086956523,0
2022-07-22 06:24:00,108715.90434782609,0
2022-07-22 06:25:00,110683.86086956521,0
2022-07-22 06:26:00,107526.36109236875,0
2022-07-22 06:27:00,105853.00869565218,0
2022-07-22 06:28:00,99426.54782608696,0
2022-07-22 06:29:00,95508.85217391304,0
2022-07-22 06:30:00,101241.93913043478,0
2022-07-22 06:31:00,106456.70434782607,0
2022-07-22 06:32:00,106765.94782608697,0
2022-07-22 06:33:00,106723.69565217389,0
2022-07-22 06:34:00,103544.07826086954,0
2022-07-22 06:35:00,105738.71304347826,0
2022-07-22 06:36:00,121980.40000000001,0
2022-07-22 06:37:00,135031.1043478261,0
2022-07-22 06:38:00,139031.9304347826,0
2022-07-22 06:39:00,145918.1304347826,0
2022-07-22 06:40:00,141273.5304347826,0
2022-07-22 06:41:00,129349.26086956522,0
2022-07-22 06:42:00,127682.50434782608,0
2022-07-22 06:43:00,130342.07826086956,0
2022-07-22 06:44:00,129690.55652173914,0
2022-07-22 06:45:00,124615.97391304348,0
2022-07-22 06:46:00,111474.27826086956,0
2022-07-22 06:47:00,104622.07826086954,0
2022-07-22 06:48:00,109865.6695652174,0
2022-07-22 06:49:00,110792.13913043478,0
2022-07-22 06:50:00,110913.32173913042,0
2022-07-22 06:51:00,117583,0
2022-07-22 06:52:00,118191.95652173912,0
2022-07-22 06:53:00,113813.6956521739,0
2022-07-22 06:54:00,112435.47826086957,0
2022-07-22 06:55:00,113360.81739130434,0
2022-07-22 06:56:00,113784.55652173913,0
2022-07-22 06:57:00,115159.12173913044,0
2022-07-22 06:58:00,112851.19130434783,0
2022-07-22 06:59:00,119963.02608695652,0
2022-07-22 07:00:00,140482,0
2022-07-22 07:01:00,139318.97391304348,0
2022-07-22 07:02:00,132828.14782608696,0
2022-07-22 07:03:00,137823.8347826087,0
2022-07-22 07:04:00,133185.51304347825,0
2022-07-22 07:05:00,121646.22608695652,0
2022-07-22 07:06:00,114856.26086956522,0
2022-07-22 07:07:00,110203.99130434782,0
2022-07-22 07:08:00,112859.97391304348,0
2022-07-22 07:09:00,120584.88695652173,0
2022-07-22 07:10:00,121314.80869565216,0
2022-07-22 07:11:00,126540.93043478261,0
2022-07-22 07:12:00,139591.00869565218,0
2022-07-22 07:13:00,138889.33913043476,0
2022-07-22 07:14:00,125994.53913043479,0
2022-07-22 07:15:00,123919.26956521739,0
2022-07-22 07:16:00,130221.31304347825,0
2022-07-22 07:17:00,125497.52173913043,0
2022-07-22 07:18:00,114644.21739130435,0
2022-07-22 07:19:00,108983.12173913044,0
2022-07-22 07:20:00,110016.44347826086,0
2022-07-22 07:21:00,108816.58260869564,0
2022-07-22 07:22:00,108503.74782608697,0
2022-07-22 07:23:00,121537.53043478262,0
2022-07-22 07:24:00,140353.7043478261,0
2022-07-22 07:25:00,134656.5043478261,0
2022-07-22 07:26:00,122170.8347826087,0
2022-07-22 07:27:00,125078.28695652174,0
2022-07-22 07:28:00,124839.00869565216,0
2022-07-22 07:29:00,114197.84347826085,0
2022-07-22 07:30:00,110232.81739130433,0
2022-07-22 07:31:00,109636.29565217391,0
2022-07-22 07:32:00,108388.45217391304,0
2022-07-22 07:33:00,109933.02608695652,0
2022-07-22 07:34:00,106223.75652173912,0
2022-07-22 07:35:00,107453.6,0
2022-07-22 07:36:00,119777.97391304348,0
2022-07-22 07:37:00,114435.8,0
2022-07-22 07:38:00,110725.66086956521,0
2022-07-22 07:39:00,123106.04347826086,0
2022-07-22 07:40:00,121813.73913043478,0
2022-07-22 07:41:00,111416.12173913044,0
2022-07-22 07:42:00,108694.60869565216,0
2022-07-22 07:43:00,104276.10434782607,0
2022-07-22 07:44:00,100486.77391304348,0
2022-07-22 07:45:00,101593.61739130435,0
2022-07-22 07:46:00,101773.9304347826,0
2022-07-22 07:47:00,108659.92173913043,0
2022-07-22 07:48:00,127620.13043478261,0
2022-07-22 07:49:00,124494.50434782609,0
2022-07-22 07:50:00,111568.79999999999,0
2022-07-22 07:51:00,112033.23478260869,0
2022-07-22 07:52:00,113634.44347826086,0
2022-07-22 07:53:00,110391.80869565216,0
2022-07-22 07:54:00,110637.27826086956,0
2022-07-22 07:55:00,109248.15652173912,0
2022-07-22 07:56:00,110377.8,0
2022-07-22 07:57:00,110550.93913043477,0
2022-07-22 07:58:00,106407.4,0
2022-07-22 07:59:00,107918.4347826087,0
2022-07-22 08:00:00,118082.86956521739,0
2022-07-22 08:01:00,117458.61739130435,0
2022-07-22 08:02:00,111023.85217391304,0
2022-07-22 08:03:00,109555.26956521739,0
2022-07-22 08:04:00,109154.88695652173,0
2022-07-22 08:05:00,107000.31304347827,0
2022-07-22 08:06:00,108800.22608695654,0
2022-07-22 08:07:00,109941.73913043478,0
2022-07-22 08:08:00,106559.46956521738,0
2022-07-22 08:09:00,104443.34782608696,0
2022-07-22 08:10:00,101561.66086956521,0
2022-07-22 08:11:00,104668.1652173913,0
2022-07-22 08:12:00,111894.28695652174,0
2022-07-22 08:13:00,109412.54782608696,0
2022-07-22 08:14:00,106238.05217391305,0
2022-07-22 08:15:00,108669.83478260867,0
2022-07-22 08:16:00,106584,0
2022-07-22 08:17:00,104555.14782608696,0
2022-07-22 08:18:00,108945.74782608695,0
2022-07-22 08:19:00,111451.45217391303,0
2022-07-22 08:20:00,109875.2695652174,0
2022-07-22 08:21:00,107455.12173913044,0
2022-07-22 08:22:00,101963.69565217392,0
2022-07-22 08:23:00,100834.73913043478,0
2022-07-22 08:24:00,105829.77391304346,0
2022-07-22 08:25:00,106158.25217391305,0
2022-07-22 08:26:00,104471.7304347826,0
2022-07-22 08:27:00,107560.27826086956,0
2022-07-22 08:28:00,106776.55652173911,0
2022-07-22 08:29:00,103911.6347826087,0
2022-07-22 08:30:00,104766.29565217393,0
2022-07-22 08:31:00,102877.35752739271,0
2022-07-22 08:32:00,100192.93913043477,0
2022-07-22 08:33:00,102750.50434782609,0
2022-07-22 08:34:00,106545.4347826087,0
2022-07-22 08:35:00,104749.2,0
2022-07-22 08:36:00,105837.1652173913,0
2022-07-22 08:37:00,105861.06956521739,0
2022-07-22 08:38:00,103209.6695652174,0
2022-07-22 08:39:00,104943.67826086955,0
2022-07-22 08:40:00,106169.18260869566,0
2022-07-22 08:41:00,103772.98260869563,0
2022-07-22 08:42:00,104951.44347826087,0
2022-07-22 08:43:00,106580.18260869566,0
2022-07-22 08:44:00,104930.3739130435,0
2022-07-22 08:45:00,105472.41739130433,0
2022-07-22 08:46:00,105751.91304347826,0
2022-07-22 08:47:00,105487.4347826087,0
2022-07-22 08:48:00,107316.75652173912,0
2022-07-22 08:49:00,107968.08695652173,0
2022-07-22 08:50:00,109565.3652173913,0
2022-07-22 08:51:00,112000.09565217391,0
2022-07-22 08:52:00,112006.9391304348,0
2022-07-22 08:53:00,110575.93913043477,0
2022-07-22 08:54:00,110895.08695652174,0
2022-07-22 08:55:00,107872.59999999999,0
2022-07-22 08:56:00,107398.72173913044,0
2022-07-22 08:57:00,110750.86086956522,0
2022-07-22 08:58:00,108869.60869565218,0
2022-07-22 08:59:00,110262.73668868374,0
2022-07-22 09:00:00,115221.88695652173,0
2022-07-22 09:01:00,115962.54782608696,0
2022-07-22 09:02:00,114018.87826086958,0
2022-07-22 09:03:00,113312.4695652174,0
2022-07-22 09:04:00,109868.68695652173,0
2022-07-22 09:05:00,105959.5652173913,0
2022-07-22 09:06:00,105402.11304347825,0
2022-07-22 09:07:00,104327.92173913043,0
2022-07-22 09:08:00,104452.93913043478,0
2022-07-22 09:09:00,106044.87826086956,0
2022-07-22 09:10:00,104734.15652173913,0
2022-07-22 09:11:00,104902.07826086957,0
2022-07-22 09:12:00,111029.17391304349,0
2022-07-22 09:13:00,111484.4695652174,0
2022-07-22 09:14:00,110470.20869565217,0
2022-07-22 09:15:00,112707.86956521739,0
2022-07-22 09:16:00,111914.46956521738,0
2022-07-22 09:17:00,108150.84347826085,0
2022-07-22 09:18:00,110974.46086956521,0
2022-07-22 09:19:00,112415.16521739129,0
2022-07-22 09:20:00,108010.8347826087,0
2022-07-22 09:21:00,105566.58260869564,0
2022-07-22 09:22:00,105165.17391304347,0
2022-07-22 09:23:00,106562.28695652174,0
2022-07-22 09:24:00,110875.18260869566,0
2022-07-22 09:25:00,110527.20869565217,0
2022-07-22 09:26:00,109103.62608695652,0
2022-07-22 09:27:00,110070.89565217392,0
2022-07-22 09:28:00,112042.7304347826,0
2022-07-22 09:29:00,113015.74782608695,0
2022-07-22 09:30:00,111545.86956521739,0
2022-07-22 09:31:00,110973.0347826087,0
2022-07-22 09:32:00,115132.11304347825,0
2022-07-22 09:33:00,118129.59130434782,0
2022-07-22 09:34:00,115534.76521739131,0
2022-07-22 09:35:00,112053.79130434782,0
2022-07-22 09:36:00,112642.17391304349,0
2022-07-22 09:37:00,112384.43478260869,0
2022-07-22 09:38:00,112148.2695652174,0
2022-07-22 09:39:00,113517.72173913041,0
2022-07-22 09:40:00,112305.76521739131,0
2022-07-22 09:41:00,109072.28695652174,0
2022-07-22 09:42:00,108266.70434782607,0
2022-07-22 09:43:00,105750.10434782608,0
2022-07-22 09:44:00,105727.21739130435,0
2022-07-22 09:45:00,109643.99130434782,0
2022-07-22 09:46:00,107715.29565217391,0
2022-07-22 09:47:00,106193.30434782608,0
2022-07-22 09:48:00,115336.06956521739,0
2022-07-22 09:49:00,116243.01739130434,0
2022-07-22 09:50:00,112430.35652173913,0
2022-07-22 09:51:00,111727.90434782609,0
2022-07-22 09:52:00,107695.79130434782,0
2022-07-22 09:53:00,103910.4347826087,0
2022-07-22 09:54:00,109534.57391304348,0
2022-07-22 09:55:00,114271.85217391304,0
2022-07-22 09:56:00,113317,0
2022-07-22 09:57:00,113637.02608695652,0
2022-07-22 09:58:00,114119.05217391305,0
2022-07-22 09:59:00,115349.51304347826,0
2022-07-22 10:00:00,119276.3043478261,0
2022-07-22 10:01:00,117123.59130434782,0
